29.105782,A,swallowing
29.105793,D,idle
29.105825,J,idle
29.105853,J,slurping,0
29.105865,D,slurping,1
29.105875,K,swallowing
29.105891,F,swallowing
29.106202,G,swallowing
29.106321,H,swallowing
29.106372,B,swallowing
29.120423,C,swallowing
30.105782,E,idle
30.105811,E,slurping,1
30.105838,I,idle
30.105858,A,idle
30.105864,I,slurping,2
30.105905,A,slurping,0
30.105926,J,swallowing
30.105959,D,swallowing
30.105970,K,idle
30.105983,K,slurping,2
30.106002,F,idle
30.106013,F,slurping,2
30.106299,G,idle
30.106317,G,slurping,1
30.106394,H,idle
30.106428,H,slurping,0
30.106438,B,idle
30.106478,B,slurping,1
30.120496,C,idle
30.120524,C,slurping,0
31.105939,E,swallowing
31.105976,A,swallowing
31.105992,J,idle
31.106012,J,slurping,1
31.106027,I,swallowing
31.106039,D,idle
31.106048,K,swallowing
31.106075,F,swallowing
31.106105,D,slurping,2
31.106392,G,swallowing
31.106500,H,swallowing
31.106552,B,swallowing
31.120606,C,swallowing
32.106060,E,idle
32.106082,E,slurping,2
32.106112,A,idle
32.106133,I,idle
32.106142,A,slurping,1
32.106179,F,idle
32.106199,F,slurping,0
32.106208,D,swallowing
32.106245,K,idle
32.106263,J,swallowing
32.106284,I,slurping,0
32.106292,K,slurping,0
32.106462,G,idle
32.106476,G,slurping,2
32.106570,H,idle
32.106611,H,slurping,1
32.106647,B,idle
32.106670,B,slurping,2
32.120692,C,idle
32.120729,C,slurping,1
33.106162,E,swallowing
33.106218,A,swallowing
33.106267,D,idle
33.106282,D,sulking
33.106299,F,swallowing
33.106347,J,idle
33.106372,J,slurping,2
33.106382,I,swallowing
33.106395,K,swallowing
33.106548,G,swallowing
33.106702,H,swallowing
33.106741,B,swallowing
33.120815,C,swallowing
34.106287,E,idle
34.106309,A,idle
34.106317,E,slurping,0
34.106335,A,slurping,2
34.106373,F,idle
34.106391,F,slurping,1
34.106454,J,swallowing
34.106464,I,idle
34.106491,I,slurping,1
34.106499,K,idle
34.106520,K,slurping,1
34.106624,G,idle
34.106638,G,slurping,0
34.106794,B,idle
34.106832,B,slurping,0
34.106846,H,idle
34.106894,H,slurping,2
34.120894,C,idle
34.120925,C,slurping,2
35.106451,A,swallowing
35.106478,E,swallowing
35.106495,F,swallowing
35.106530,I,swallowing
35.106541,J,idle
35.106560,J,slurping,0
35.106590,K,swallowing
35.106726,G,swallowing
35.106899,B,swallowing
35.106974,H,swallowing
35.121007,C,swallowing
36.106580,E,idle
36.106600,I,idle
36.106635,I,slurping,2
36.106658,K,idle
36.106671,K,slurping,2
36.106679,A,idle
36.106690,A,slurping,0
36.106700,F,idle
36.106711,J,swallowing
36.106732,F,slurping,2
36.106739,E,slurping,1
36.106804,G,idle
36.106839,G,slurping,1
36.106982,B,idle
36.107007,B,slurping,1
36.107049,H,idle
36.107075,H,slurping,0
36.121085,C,idle
36.121110,C,slurping,0
37.106375,D,idle
37.106708,I,swallowing
37.106722,K,swallowing
37.106752,D,slurping,2
37.106773,A,swallowing
37.106788,J,idle
37.106805,J,sulking
37.106822,F,swallowing
37.106832,E,swallowing
37.106916,G,swallowing
37.107195,B,swallowing
37.107221,H,swallowing
37.121191,C,swallowing
38.106809,I,idle
38.106839,D,swallowing
38.106852,I,slurping,0
38.106858,K,idle
38.106869,A,idle
38.106874,K,slurping,0
38.106883,A,slurping,1
38.106913,E,idle
38.106925,E,slurping,2
38.106933,F,idle
38.106961,F,slurping,0
38.106975,G,idle
38.107009,G,slurping,2
38.107299,H,idle
38.107305,B,idle
38.107392,B,slurping,2
38.107401,H,slurping,1
38.121270,C,idle
38.121296,C,slurping,1
39.106922,D,idle
39.106952,D,sulking
39.106982,K,swallowing
39.106999,E,swallowing
39.107009,A,swallowing
39.107051,G,swallowing
39.107089,I,swallowing
39.107110,F,swallowing
39.107478,B,swallowing
39.107504,H,swallowing
39.121372,C,swallowing
40.107069,K,idle
40.107090,K,slurping,1
40.107129,A,idle
40.107148,A,slurping,2
40.107169,G,idle
40.107191,I,idle
40.107198,G,slurping,0
40.107203,E,idle
40.107214,I,slurping,1
40.107235,E,slurping,0
40.107308,F,idle
40.107337,F,slurping,1
40.107558,B,idle
40.107587,H,idle
40.107593,B,slurping,0
40.107619,H,slurping,2
40.121449,C,idle
40.121477,C,slurping,2
41.106909,J,idle
41.107166,K,swallowing
41.107242,G,swallowing
41.107265,A,swallowing
41.107283,I,swallowing
41.107300,E,swallowing
41.107358,J,slurping,1
41.107411,F,swallowing
41.107662,B,swallowing
41.107693,H,swallowing
41.121554,C,swallowing
42.107243,K,idle
42.107268,K,slurping,2
42.107306,G,idle
42.107324,G,slurping,1
42.107353,A,idle
42.107363,I,idle
42.107369,A,slurping,0
42.107395,I,slurping,2
42.107402,E,idle
42.107429,E,slurping,1
42.107449,J,swallowing
42.107484,F,idle
42.107507,F,slurping,2
42.107746,B,idle
42.107758,H,idle
42.107770,B,slurping,1
42.109128,H,slurping,0
42.121642,C,idle
42.121677,C,slurping,0
43.107528,G,swallowing
43.108165,D,idle
43.108169,J,idle
43.108184,J,sulking
43.108200,K,swallowing
43.108232,B,swallowing
43.108261,E,swallowing
43.108276,F,swallowing
43.108292,A,swallowing
43.108308,I,swallowing
43.108323,D,slurping,1
43.109606,H,swallowing
43.121802,C,swallowing
44.107623,G,idle
44.107660,G,slurping,2
44.108322,B,idle
44.108330,E,idle
44.108342,B,slurping,2
44.108368,A,idle
44.108372,F,idle
44.108381,A,slurping,1
44.108391,I,idle
44.108396,K,idle
44.108425,D,swallowing
44.108436,F,slurping,0
44.108443,E,slurping,2
44.108468,K,slurping,0
44.108487,I,slurping,0
44.109684,H,idle
44.109716,H,slurping,1
44.121886,C,idle
44.121916,C,slurping,1
45.107746,G,swallowing
45.108450,B,swallowing
45.108465,A,swallowing
45.108501,D,idle
45.108517,D,slurping,2
45.108546,K,swallowing
45.108566,I,swallowing
45.108589,F,swallowing
45.108602,E,swallowing
45.109791,H,swallowing
45.121996,C,swallowing
46.107864,G,idle
46.107893,G,slurping,0
46.108545,A,idle
46.108561,A,slurping,2
46.108584,B,idle
46.108608,D,swallowing
46.108614,B,slurping,0
46.108629,K,idle
46.108644,K,slurping,1
46.108669,I,idle
46.108676,E,idle
46.108685,I,slurping,1
46.108708,E,slurping,0
46.108715,F,idle
46.108735,F,slurping,1
46.109867,H,idle
46.109902,H,slurping,2
46.122074,C,idle
46.122104,C,slurping,2
47.107989,G,swallowing
47.108270,J,idle
47.108294,J,slurping,0
47.108619,A,swallowing
47.108696,B,swallowing
47.108732,D,idle
47.108757,D,slurping,0
47.108768,K,swallowing
47.108791,I,swallowing
47.108811,E,swallowing
47.108839,F,swallowing
47.109969,H,swallowing
47.122180,C,swallowing
48.108092,G,idle
48.108122,G,slurping,1
48.108378,J,swallowing
48.108689,A,idle
48.108706,A,slurping,0
48.108779,B,idle
48.108798,B,slurping,1
48.108852,D,swallowing
48.108860,K,idle
48.108873,I,idle
48.108885,I,slurping,2
48.108897,E,idle
48.108915,E,slurping,1
48.108927,F,idle
48.108939,F,slurping,2
48.108977,K,slurping,2
48.110042,H,idle
48.110101,H,slurping,0
48.122258,C,idle
48.122287,C,slurping,0
49.108223,G,swallowing
49.108464,J,idle
49.108493,J,slurping,1
49.108779,A,swallowing
49.108874,B,swallowing
49.108971,D,idle
49.108990,E,swallowing
49.108999,I,swallowing
49.109011,D,slurping,1
49.109051,K,swallowing
49.109067,F,swallowing
49.110177,H,swallowing
49.122364,C,swallowing
50.108671,G,idle
50.108696,J,swallowing
50.108717,G,slurping,2
50.108854,A,idle
50.108876,A,slurping,1
50.108960,B,idle
50.108979,B,slurping,2
50.109065,E,idle
50.109089,D,swallowing
50.109103,E,slurping,2
50.109134,K,idle
50.109150,K,slurping,0
50.109169,F,idle
50.109199,F,slurping,0
50.109208,I,idle
50.109230,I,slurping,0
50.110253,H,idle
50.110284,H,slurping,1
50.122443,C,idle
50.122471,C,slurping,1
51.108783,G,swallowing
51.108815,J,idle
51.108846,J,slurping,2
51.108963,A,swallowing
51.109064,B,swallowing
51.109151,D,idle
51.109178,E,swallowing
51.109213,D,slurping,2
51.109222,K,swallowing
51.109236,F,swallowing
51.109309,I,swallowing
51.110361,H,swallowing
51.122552,C,swallowing
52.108890,G,idle
52.108953,J,swallowing
52.108980,G,slurping,0
52.109035,A,idle
52.109074,A,slurping,2
52.109162,B,idle
52.109193,B,slurping,0
52.109265,E,idle
52.109305,D,swallowing
52.109322,E,slurping,0
52.109345,K,idle
52.109348,F,idle
52.109358,K,slurping,1
52.109390,F,slurping,1
52.109398,I,idle
52.109421,I,slurping,1
52.110441,H,idle
52.110480,H,slurping,2
52.122632,C,idle
52.122673,C,slurping,2
53.109044,J,idle
53.109073,G,swallowing
53.109081,J,slurping,0
53.109150,A,swallowing
53.109293,B,swallowing
53.109354,D,idle
53.109368,D,slurping,0
53.109392,E,swallowing
53.109418,K,swallowing
53.109466,I,swallowing
53.109477,F,swallowing
53.110552,H,swallowing
53.122752,C,swallowing
54.109242,A,idle
54.109268,A,slurping,0
54.109592,K,idle
54.109617,K,slurping,2
54.109628,I,idle
54.109655,I,slurping,2
54.109781,J,swallowing
54.109791,G,idle
54.109815,G,slurping,1
54.109823,B,idle
54.109838,B,slurping,1
54.109922,D,swallowing
54.109933,E,idle
54.109989,E,slurping,1
54.109997,F,idle
54.110032,F,slurping,2
54.110631,H,idle
54.110644,H,slurping,0
54.122836,C,idle
54.122882,C,slurping,0
55.109349,A,swallowing
55.109690,K,swallowing
55.109731,I,swallowing
55.109872,J,idle
55.109893,J,sulking
55.109907,G,swallowing
55.109925,B,swallowing
55.109966,D,idle
55.109987,D,slurping,0
55.110063,E,swallowing
55.110076,F,swallowing
55.110717,H,swallowing
55.122965,C,swallowing
56.109443,A,idle
56.109782,K,idle
56.110173,G,idle
56.110220,D,swallowing
56.110225,F,idle
56.110806,H,idle
56.113957,B,idle
56.115927,E,idle
56.116933,I,idle
56.131963,C,idle
57.128981,D,idle
59.117974,J,idle
59.118001,J,slurping,1
60.122981,J,swallowing
61.123080,J,idle
